order_no,line_no,order_date,customer_no,branch_code,salesperson_code,item_no,uom,ordered_qty,filled_qty,cancelled_qty,unit_price,unit_cost,promised_date,shipped_date,order_status
SO-10480,1,2026-07-01,CT-1003,RL-JCB,S104,RF-4001,BNDL,593,0,593,35.54,27.90,2026-07-06,,CANCELLED
SO-10480,2,2026-07-01,CT-1003,RL-JCB,S104,RM-1001,EA,1196,0,1196,3.97,2.86,2026-07-06,,CANCELLED
SO-10480,3,2026-07-01,CT-1003,RL-JCB,S104,RM-1001,EA,1053,0,1053,3.68,2.86,2026-07-06,,CANCELLED
SO-10481,1,2026-07-01,CT-1002,RL-BRI,S101,RM-1021,EA,72,72,0,36.32,28.10,2026-07-07,2026-07-03,SHIPPED
SO-10481,2,2026-07-01,CT-1002,RL-BRI,S101,TL-9002,EA,472,472,0,8.24,6.40,2026-07-07,2026-07-03,SHIPPED
SO-10481,3,2026-07-01,CT-1002,RL-BRI,S101,TL-9002,EA,251,251,0,8.75,6.40,2026-07-07,2026-07-03,SHIPPED
SO-10482,1,2026-07-02,CT-1006,RL-JCB,S104,DW-6002,EA,21,21,0,264.19,208.10,2026-07-04,2026-07-03,SHIPPED
SO-10482,2,2026-07-02,CT-1006,RL-JCB,S104,TL-9002,EA,82,82,0,8.63,6.40,2026-07-04,2026-07-03,SHIPPED
SO-10482,3,2026-07-02,CT-1006,RL-JCB,S104,DW-6010,EA,14,14,0,286.85,224.60,2026-07-04,2026-07-03,SHIPPED
SO-10483,1,2026-07-02,CT-1007,RL-KPT,S105,PT-5002,EA,181,181,0,30.98,23.70,2026-07-09,2026-07-04,SHIPPED
SO-10483,2,2026-07-02,CT-1007,RL-KPT,S105,RF-4002,BNDL,92,65,0,48.87,37.65,2026-07-09,2026-07-04,SHIPPED
SO-10483,3,2026-07-02,CT-1007,RL-KPT,S105,RM-1022,EA,473,473,0,8.92,6.45,2026-07-09,2026-07-04,SHIPPED
SO-10483,4,2026-07-02,CT-1007,RL-KPT,S105,PT-5002,EA,89,89,0,31.25,23.70,2026-07-09,2026-07-04,SHIPPED
SO-10483,5,2026-07-02,CT-1007,RL-KPT,S105,FS-2002,BX,262,262,0,32.64,23.60,2026-07-09,2026-07-04,SHIPPED
SO-10484,1,2026-07-02,BL-3002,RL-KPT,S103,CM-3002,BG,265,265,0,4.67,3.90,2026-07-06,2026-07-03,SHIPPED
SO-10484,2,2026-07-02,BL-3002,RL-KPT,S103,RF-4011,RL,27,27,0,101.48,78.85,2026-07-06,2026-07-03,SHIPPED
SO-10484,3,2026-07-02,BL-3002,RL-KPT,S103,RM-1010,EA,459,459,0,16.55,13.50,2026-07-06,2026-07-03,SHIPPED
SO-10484,4,2026-07-02,BL-3002,RL-KPT,S103,FS-2002,BX,430,430,0,28.54,23.60,2026-07-06,2026-07-03,SHIPPED
SO-10485,1,2026-07-04,RT-2001,RL-BRI,S001,RM-1021,EA,218,218,0,38.90,28.10,2026-07-06,2026-07-08,SHIPPED
SO-10485,2,2026-07-04,RT-2001,RL-BRI,S001,RF-4011,RL,58,58,0,109.50,78.85,2026-07-06,2026-07-08,SHIPPED
SO-10485,3,2026-07-04,RT-2001,RL-BRI,S001,RF-4020,LF,1345,1345,0,2.35,1.69,2026-07-06,2026-07-08,SHIPPED
SO-10485,4,2026-07-04,RT-2001,RL-BRI,S001,CM-3001,BG,722,722,0,6.85,4.95,2026-07-06,2026-07-08,SHIPPED
SO-10486,1,2026-07-04,RT-2002,RL-BRI,S001,SX-7001,SQ,113,113,0,94.50,68.05,2026-07-10,2026-07-08,SHIPPED
SO-10486,2,2026-07-04,RT-2002,RL-BRI,S001,PT-5002,EA,156,156,0,32.90,23.70,2026-07-10,2026-07-08,SHIPPED
SO-10486,3,2026-07-04,RT-2002,RL-BRI,S001,DW-6002,EA,41,41,0,289.00,208.10,2026-07-10,2026-07-08,SHIPPED
SO-10486,4,2026-07-04,RT-2002,RL-BRI,S001,RM-1002,EA,1915,1915,0,6.85,4.95,2026-07-10,2026-07-08,SHIPPED
SO-10487,1,2026-07-04,RT-2003,RL-JCB,S001,FS-2001,BX,156,128,0,28.50,20.60,2026-07-07,2026-07-11,SHIPPED
SO-10487,2,2026-07-04,RT-2003,RL-JCB,S001,SX-7010,EA,203,203,0,14.80,10.65,2026-07-07,2026-07-11,SHIPPED
SO-10487,3,2026-07-04,RT-2003,RL-JCB,S001,RF-4002,BNDL,126,126,0,52.30,37.65,2026-07-07,2026-07-11,SHIPPED
SO-10487,4,2026-07-04,RT-2003,RL-JCB,S001,PT-5001,EA,174,174,0,44.75,32.20,2026-07-07,2026-07-11,SHIPPED
SO-10487,5,2026-07-04,RT-2003,RL-JCB,S001,TL-9001,EA,359,359,0,6.25,4.50,2026-07-07,2026-07-11,SHIPPED
SO-10488,1,2026-07-06,BL-3002,RL-KPT,S103,FS-2002,BX,205,205,0,30.76,23.60,2026-07-13,2026-07-10,SHIPPED
SO-10488,2,2026-07-06,BL-3002,RL-KPT,S103,RM-1001,EA,2019,2019,0,3.49,2.86,2026-07-13,2026-07-10,SHIPPED
SO-10489,1,2026-07-06,CT-1002,RL-BRI,S101,SX-7001,SQ,78,64,0,87.88,68.05,2026-07-12,2026-07-07,PARTIAL
SO-10490,1,2026-07-07,CT-1003,RL-JCB,S104,RM-1002,EA,403,403,0,6.62,4.95,2026-07-13,2026-07-11,SHIPPED
SO-10490,2,2026-07-07,CT-1003,RL-JCB,S104,FS-2010,EA,723,723,0,1.70,1.33,2026-07-13,2026-07-11,SHIPPED
SO-10490,3,2026-07-07,CT-1003,RL-JCB,S104,TL-9001,EA,213,213,0,6.22,4.50,2026-07-13,2026-07-11,SHIPPED
SO-10490,4,2026-07-07,CT-1003,RL-JCB,S104,TL-9002,EA,167,167,0,8.35,6.40,2026-07-13,2026-07-11,SHIPPED
SO-10491,1,2026-07-07,CT-1002,RL-KPT,S105,RM-1003,EA,431,431,0,10.97,8.25,2026-07-10,2026-07-13,SHIPPED
SO-10492,1,2026-07-07,CT-1001,RL-JCB,S104,PT-5002,EA,89,89,0,30.30,23.70,2026-07-10,2026-07-08,SHIPPED
SO-10492,2,2026-07-07,CT-1001,RL-JCB,S104,PT-5011,BG,100,100,0,16.84,13.25,2026-07-10,2026-07-08,SHIPPED
SO-10492,3,2026-07-07,CT-1001,RL-JCB,S104,PT-5001,EA,148,148,0,40.90,32.20,2026-07-10,2026-07-08,SHIPPED
SO-10492,4,2026-07-07,CT-1001,RL-JCB,S104,RF-4011,RL,82,69,0,103.85,78.85,2026-07-10,2026-07-08,SHIPPED
SO-10493,1,2026-07-08,BL-3002,RL-KPT,S105,FS-2010,EA,644,644,0,1.66,1.33,2026-07-11,2026-07-12,SHIPPED
SO-10493,2,2026-07-08,BL-3002,RL-KPT,S105,TL-9001,EA,307,307,0,5.76,4.50,2026-07-11,2026-07-12,SHIPPED
SO-10493,3,2026-07-08,BL-3002,RL-KPT,S105,CM-3020,EA,107,107,0,13.09,10.25,2026-07-11,2026-07-12,SHIPPED
SO-10494,1,2026-07-08,CT-1007,RL-KPT,S105,SX-7001,SQ,90,62,0,92.99,68.05,2026-07-10,2026-07-09,PARTIAL
SO-10495,1,2026-07-08,CT-1003,RL-BRI,S102,TL-9002,EA,336,336,0,8.19,6.40,2026-07-13,2026-07-10,SHIPPED
SO-10495,2,2026-07-08,CT-1003,RL-BRI,S102,FS-2010,EA,1188,1188,0,1.81,1.33,2026-07-13,2026-07-10,SHIPPED
SO-10496,1,2026-07-09,BL-3002,RL-BRI,S101,RM-1011,EA,453,453,0,23.32,17.95,2026-07-12,2026-07-12,SHIPPED
SO-10497,1,2026-07-09,BL-3001,RL-KPT,S103,SX-7001,SQ,62,62,0,81.81,68.05,2026-07-15,2026-07-11,SHIPPED
SO-10497,2,2026-07-09,BL-3001,RL-KPT,S103,RM-1020,EA,177,177,0,4.86,4.05,2026-07-15,2026-07-11,SHIPPED
SO-10497,3,2026-07-09,BL-3001,RL-KPT,S103,TL-9002,EA,181,181,0,7.89,6.40,2026-07-15,2026-07-11,SHIPPED
SO-10497,4,2026-07-09,BL-3001,RL-KPT,S103,CM-3010,BG,213,213,0,11.95,9.30,2026-07-15,2026-07-11,SHIPPED
SO-10498,1,2026-07-10,CT-1006,RL-BRI,S101,RM-1010,EA,943,943,0,17.97,13.50,2026-07-14,2026-07-13,SHIPPED
SO-10499,1,2026-07-10,CT-1005,RL-KPT,S103,PT-5001,EA,326,326,0,44.21,32.20,2026-07-14,2026-07-11,SHIPPED
SO-10499,2,2026-07-10,CT-1005,RL-KPT,S103,CM-3020,EA,211,211,0,13.63,10.25,2026-07-14,2026-07-11,SHIPPED
SO-10499,3,2026-07-10,CT-1005,RL-KPT,S103,RM-1003,EA,294,294,0,10.73,8.25,2026-07-14,2026-07-11,SHIPPED
SO-10499,4,2026-07-10,CT-1005,RL-KPT,S103,RM-1020,EA,497,497,0,5.11,4.05,2026-07-14,2026-07-11,SHIPPED
SO-10500,1,2026-07-10,CT-1001,RL-BRI,S102,CM-3010,BG,80,65,0,12.66,9.30,2026-07-16,2026-07-13,SHIPPED
SO-10500,2,2026-07-10,CT-1001,RL-BRI,S102,PT-5011,BG,219,219,0,17.58,13.25,2026-07-16,2026-07-13,SHIPPED
SO-10501,1,2026-07-11,RT-2002,RL-KPT,S001,PT-5010,EA,371,218,0,12.60,9.05,2026-07-16,2026-07-12,PARTIAL
SO-10501,2,2026-07-11,RT-2002,RL-KPT,S001,RM-1010,EA,448,218,0,18.75,13.50,2026-07-16,2026-07-12,PARTIAL
SO-10501,3,2026-07-11,RT-2002,RL-KPT,S001,RM-1001,EA,957,717,0,3.98,2.86,2026-07-16,2026-07-12,PARTIAL
SO-10501,4,2026-07-11,RT-2002,RL-KPT,S001,RM-1003,EA,590,269,0,11.40,8.25,2026-07-16,2026-07-12,PARTIAL
SO-10502,1,2026-07-11,RT-2001,RL-BRI,S001,CM-3020,EA,461,231,0,14.25,10.25,2026-07-14,2026-07-14,PARTIAL
SO-10502,2,2026-07-11,RT-2001,RL-BRI,S001,DW-6001,EA,57,28,0,89.00,64.10,2026-07-14,2026-07-14,PARTIAL
SO-10502,3,2026-07-11,RT-2001,RL-BRI,S001,RM-1011,EA,265,219,0,24.90,17.95,2026-07-14,2026-07-14,PARTIAL
SO-10502,4,2026-07-11,RT-2001,RL-BRI,S001,CM-3002,BG,483,359,0,5.40,3.90,2026-07-14,2026-07-14,PARTIAL
SO-10503,1,2026-07-13,CT-1004,RL-KPT,S105,RM-1021,EA,48,48,0,37.75,28.10,2026-07-17,2026-07-16,SHIPPED
SO-10503,2,2026-07-13,CT-1004,RL-KPT,S105,TL-9002,EA,198,198,0,8.13,6.40,2026-07-17,2026-07-16,SHIPPED
SO-10503,3,2026-07-13,CT-1004,RL-KPT,S105,CM-3010,BG,115,115,0,11.77,9.30,2026-07-17,2026-07-16,SHIPPED
SO-10503,4,2026-07-13,CT-1004,RL-KPT,S105,FS-2002,BX,114,114,0,30.92,23.60,2026-07-17,2026-07-16,SHIPPED
SO-10503,5,2026-07-13,CT-1004,RL-KPT,S105,SX-7010,EA,306,255,0,13.72,10.65,2026-07-17,2026-07-16,SHIPPED
SO-10504,1,2026-07-13,BL-3002,RL-BRI,S101,PT-5011,BG,166,166,0,16.38,13.25,2026-07-15,2026-07-14,SHIPPED
SO-10504,2,2026-07-13,BL-3002,RL-BRI,S101,DW-6010,EA,34,34,0,269.10,224.60,2026-07-15,2026-07-14,SHIPPED
SO-10504,3,2026-07-13,BL-3002,RL-BRI,S101,PT-5002,EA,251,251,0,30.28,23.70,2026-07-15,2026-07-14,SHIPPED
SO-10505,1,2026-07-13,CT-1006,RL-JCB,S104,RM-1010,EA,680,680,0,18.66,13.50,2026-07-19,2026-07-17,SHIPPED
SO-10505,2,2026-07-13,CT-1006,RL-JCB,S104,RF-4010,RL,194,194,0,28.30,21.50,2026-07-19,2026-07-17,SHIPPED
SO-10506,1,2026-07-14,BL-3002,RL-JCB,S104,RM-1001,EA,774,774,0,3.51,2.86,2026-07-17,2026-07-16,SHIPPED
SO-10506,2,2026-07-14,BL-3002,RL-JCB,S104,CM-3020,EA,209,209,0,12.91,10.25,2026-07-17,2026-07-16,SHIPPED
SO-10506,3,2026-07-14,BL-3002,RL-JCB,S104,RM-1003,EA,306,306,0,10.41,8.25,2026-07-17,2026-07-16,SHIPPED
SO-10506,4,2026-07-14,BL-3002,RL-JCB,S104,RM-1001,EA,563,563,0,3.53,2.86,2026-07-17,2026-07-16,SHIPPED
SO-10507,1,2026-07-14,CT-1005,RL-JCB,S104,CM-3002,BG,237,237,0,4.90,3.90,2026-07-19,2026-07-17,SHIPPED
SO-10508,1,2026-07-14,BL-3002,RL-KPT,S103,FS-2001,BX,160,160,0,26.50,20.60,2026-07-19,2026-07-17,SHIPPED
SO-10508,2,2026-07-14,BL-3002,RL-KPT,S103,RM-1010,EA,443,443,0,16.40,13.50,2026-07-19,2026-07-17,SHIPPED
SO-10509,1,2026-07-14,BL-3001,RL-JCB,S104,RF-4001,BNDL,157,124,0,35.96,27.90,2026-07-16,2026-07-17,PARTIAL
SO-10509,2,2026-07-14,BL-3001,RL-JCB,S104,RM-1003,EA,301,178,0,9.87,8.25,2026-07-16,2026-07-17,PARTIAL
SO-10509,3,2026-07-14,BL-3001,RL-JCB,S104,SX-7001,SQ,26,13,0,82.81,68.05,2026-07-16,2026-07-17,PARTIAL
SO-10509,4,2026-07-14,BL-3001,RL-JCB,S104,PT-5010,EA,473,342,0,10.91,9.05,2026-07-16,2026-07-17,PARTIAL
SO-10509,5,2026-07-14,BL-3001,RL-JCB,S104,DW-6010,EA,26,13,0,276.47,224.60,2026-07-16,2026-07-17,PARTIAL
SO-10510,1,2026-07-15,CT-1006,RL-JCB,S104,FS-2002,BX,304,226,0,32.12,23.60,2026-07-20,2026-07-16,SHIPPED
SO-10510,2,2026-07-15,CT-1006,RL-JCB,S104,PT-5002,EA,138,138,0,31.53,23.70,2026-07-20,2026-07-16,SHIPPED
SO-10510,3,2026-07-15,CT-1006,RL-JCB,S104,FS-2002,BX,170,170,0,29.73,23.60,2026-07-20,2026-07-16,SHIPPED
SO-10511,1,2026-07-15,CT-1002,RL-JCB,S104,RM-1022,EA,544,544,0,8.10,6.45,2026-07-21,2026-07-19,SHIPPED
SO-10511,2,2026-07-15,CT-1002,RL-JCB,S104,TL-9001,EA,348,348,0,5.82,4.50,2026-07-21,2026-07-19,SHIPPED
SO-10511,3,2026-07-15,CT-1002,RL-JCB,S104,CM-3001,BG,824,824,0,6.33,4.95,2026-07-21,2026-07-19,SHIPPED
SO-10511,4,2026-07-15,CT-1002,RL-JCB,S104,CM-3020,EA,215,215,0,13.15,10.25,2026-07-21,2026-07-19,SHIPPED
SO-10511,5,2026-07-15,CT-1002,RL-JCB,S104,RF-4020,LF,702,702,0,2.17,1.69,2026-07-21,2026-07-19,SHIPPED
SO-10512,1,2026-07-15,CT-1007,RL-BRI,S102,SX-7001,SQ,123,123,0,92.87,68.05,2026-07-21,2026-07-19,SHIPPED
SO-10512,2,2026-07-15,CT-1007,RL-BRI,S102,FS-2001,BX,498,498,0,28.24,20.60,2026-07-21,2026-07-19,SHIPPED
SO-10512,3,2026-07-15,CT-1007,RL-BRI,S102,FS-2001,BX,367,367,0,26.62,20.60,2026-07-21,2026-07-19,SHIPPED
SO-10512,4,2026-07-15,CT-1007,RL-BRI,S102,RM-1022,EA,326,326,0,8.94,6.45,2026-07-21,2026-07-19,SHIPPED
SO-10512,5,2026-07-15,CT-1007,RL-BRI,S102,TL-9002,EA,425,425,0,8.81,6.40,2026-07-21,2026-07-19,SHIPPED
SO-10513,1,2026-07-16,CT-1001,RL-BRI,S102,RM-1003,EA,690,391,0,10.34,8.25,2026-07-20,2026-07-17,SHIPPED
SO-10513,2,2026-07-16,CT-1001,RL-BRI,S102,PT-5011,BG,269,269,0,17.30,13.25,2026-07-20,2026-07-17,SHIPPED
SO-10513,3,2026-07-16,CT-1001,RL-BRI,S102,CM-3020,EA,359,359,0,14.10,10.25,2026-07-20,2026-07-17,SHIPPED
SO-10513,4,2026-07-16,CT-1001,RL-BRI,S102,PT-5001,EA,316,316,0,44.72,32.20,2026-07-20,2026-07-17,SHIPPED
SO-10513,5,2026-07-16,CT-1001,RL-BRI,S102,RM-1003,EA,225,225,0,11.34,8.25,2026-07-20,2026-07-17,SHIPPED
SO-10514,1,2026-07-16,CT-1007,RL-KPT,S105,RM-1001,EA,1630,1630,0,3.84,2.86,2026-07-20,2026-07-17,SHIPPED
SO-10514,2,2026-07-16,CT-1007,RL-KPT,S105,PT-5011,BG,103,103,0,17.89,13.25,2026-07-20,2026-07-17,SHIPPED
SO-10514,3,2026-07-16,CT-1007,RL-KPT,S105,RF-4002,BNDL,190,190,0,48.63,37.65,2026-07-20,2026-07-17,SHIPPED
SO-10514,4,2026-07-16,CT-1007,RL-KPT,S105,PT-5001,EA,92,92,0,42.63,32.20,2026-07-20,2026-07-17,SHIPPED
SO-10515,1,2026-07-16,BL-3001,RL-JCB,S104,DW-6010,EA,18,18,0,283.68,224.60,2026-07-20,2026-07-22,SHIPPED
SO-10515,2,2026-07-16,BL-3001,RL-JCB,S104,RM-1021,EA,65,65,0,34.35,28.10,2026-07-20,2026-07-22,SHIPPED
SO-10515,3,2026-07-16,BL-3001,RL-JCB,S104,TL-9002,EA,185,185,0,7.86,6.40,2026-07-20,2026-07-22,SHIPPED
SO-10516,1,2026-07-17,BL-3002,RL-KPT,S103,CM-3001,BG,299,299,0,5.91,4.95,2026-07-24,2026-07-25,SHIPPED
SO-10516,2,2026-07-17,BL-3002,RL-KPT,S103,CM-3002,BG,264,264,0,4.83,3.90,2026-07-24,2026-07-25,SHIPPED
SO-10516,3,2026-07-17,BL-3002,RL-KPT,S103,SX-7001,SQ,70,70,0,83.50,68.05,2026-07-24,2026-07-25,SHIPPED
SO-10517,1,2026-07-17,CT-1002,RL-KPT,S103,RF-4002,BNDL,157,78,0,48.92,37.65,2026-07-22,2026-07-19,PARTIAL
SO-10517,2,2026-07-17,CT-1002,RL-KPT,S103,RM-1020,EA,437,236,0,5.08,4.05,2026-07-22,2026-07-19,PARTIAL
SO-10517,3,2026-07-17,CT-1002,RL-KPT,S103,FS-2010,EA,981,550,0,1.78,1.33,2026-07-22,2026-07-19,PARTIAL
SO-10517,4,2026-07-17,CT-1002,RL-KPT,S103,RM-1011,EA,536,309,0,24.71,17.95,2026-07-22,2026-07-19,PARTIAL
SO-10518,1,2026-07-17,CT-1007,RL-BRI,S102,RM-1001,EA,1322,1322,0,3.93,2.86,2026-07-20,2026-07-18,SHIPPED
SO-10518,2,2026-07-17,CT-1007,RL-BRI,S102,CM-3010,BG,247,247,0,11.81,9.30,2026-07-20,2026-07-18,SHIPPED
SO-10518,3,2026-07-17,CT-1007,RL-BRI,S102,FS-2011,EA,101,101,0,44.61,34.90,2026-07-20,2026-07-18,SHIPPED
SO-10518,4,2026-07-17,CT-1007,RL-BRI,S102,RM-1020,EA,698,698,0,5.46,4.05,2026-07-20,2026-07-18,SHIPPED
SO-10518,5,2026-07-17,CT-1007,RL-BRI,S102,RM-1001,EA,1783,1783,0,3.83,2.86,2026-07-20,2026-07-18,SHIPPED
SO-10519,1,2026-07-18,RT-2003,RL-BRI,S001,CM-3010,BG,298,298,0,12.90,9.30,2026-07-23,2026-07-20,SHIPPED
SO-10519,2,2026-07-18,RT-2003,RL-BRI,S001,TL-9002,EA,501,501,0,8.90,6.40,2026-07-23,2026-07-20,SHIPPED
SO-10519,3,2026-07-18,RT-2003,RL-BRI,S001,PT-5002,EA,171,171,0,32.90,23.70,2026-07-23,2026-07-20,SHIPPED
SO-10519,4,2026-07-18,RT-2003,RL-BRI,S001,CM-3010,BG,104,104,0,12.90,9.30,2026-07-23,2026-07-20,SHIPPED
SO-10519,5,2026-07-18,RT-2003,RL-BRI,S001,RF-4010,RL,218,218,0,29.90,21.50,2026-07-23,2026-07-20,SHIPPED
SO-10520,1,2026-07-18,RT-2002,RL-BRI,S001,TL-9001,EA,752,752,0,6.25,4.50,2026-07-23,2026-07-22,SHIPPED
SO-10520,2,2026-07-18,RT-2002,RL-BRI,S001,DW-6002,EA,32,19,0,289.00,208.10,2026-07-23,2026-07-22,SHIPPED
SO-10520,3,2026-07-18,RT-2002,RL-BRI,S001,CM-3002,BG,725,725,0,5.40,3.90,2026-07-23,2026-07-22,SHIPPED
SO-10521,1,2026-07-18,RT-2002,RL-BRI,S001,RM-1010,EA,631,631,0,18.75,13.50,2026-07-22,2026-07-22,SHIPPED
SO-10521,2,2026-07-18,RT-2002,RL-BRI,S001,PT-5001,EA,332,225,0,44.75,32.20,2026-07-22,2026-07-22,SHIPPED
SO-10521,3,2026-07-18,RT-2002,RL-BRI,S001,CM-3010,BG,221,221,0,12.90,9.30,2026-07-22,2026-07-22,SHIPPED
SO-10521,4,2026-07-18,RT-2002,RL-BRI,S001,CM-3002,BG,657,657,0,5.40,3.90,2026-07-22,2026-07-22,SHIPPED
SO-10522,1,2026-07-20,BL-3002,RL-BRI,S101,PT-5002,EA,216,145,0,30.02,23.70,2026-07-27,2026-07-23,PARTIAL
SO-10523,1,2026-07-20,BL-3001,RL-BRI,S101,PT-5010,EA,479,479,0,11.58,9.05,2026-07-23,2026-07-23,SHIPPED
SO-10523,2,2026-07-20,BL-3001,RL-BRI,S101,RM-1001,EA,808,708,0,3.46,2.86,2026-07-23,2026-07-23,SHIPPED
SO-10523,3,2026-07-20,BL-3001,RL-BRI,S101,DW-6001,EA,80,49,0,76.71,64.10,2026-07-23,2026-07-23,SHIPPED
SO-10523,4,2026-07-20,BL-3001,RL-BRI,S101,CM-3020,EA,117,117,0,13.18,10.25,2026-07-23,2026-07-23,SHIPPED
SO-10523,5,2026-07-20,BL-3001,RL-BRI,S101,PT-5011,BG,213,213,0,16.91,13.25,2026-07-23,2026-07-23,SHIPPED
SO-10524,1,2026-07-20,CT-1005,RL-JCB,S104,FS-2002,BX,98,98,0,30.76,23.60,2026-07-22,2026-07-27,SHIPPED
SO-10524,2,2026-07-20,CT-1005,RL-JCB,S104,RF-4011,RL,73,73,0,106.69,78.85,2026-07-22,2026-07-27,SHIPPED
SO-10524,3,2026-07-20,CT-1005,RL-JCB,S104,RF-4011,RL,38,38,0,101.44,78.85,2026-07-22,2026-07-27,SHIPPED
SO-10524,4,2026-07-20,CT-1005,RL-JCB,S104,TL-9001,EA,245,245,0,5.76,4.50,2026-07-22,2026-07-27,SHIPPED
SO-10524,5,2026-07-20,CT-1005,RL-JCB,S104,DW-6002,EA,15,15,0,286.33,208.10,2026-07-22,2026-07-27,SHIPPED
SO-10525,1,2026-07-20,BL-3001,RL-KPT,S105,RM-1002,EA,793,793,0,6.09,4.95,2026-07-22,2026-07-21,SHIPPED
SO-10525,2,2026-07-20,BL-3001,RL-KPT,S105,RM-1021,EA,129,129,0,35.97,28.10,2026-07-22,2026-07-21,SHIPPED
SO-10525,3,2026-07-20,BL-3001,RL-KPT,S105,RM-1020,EA,164,164,0,5.20,4.05,2026-07-22,2026-07-21,SHIPPED
SO-10525,4,2026-07-20,BL-3001,RL-KPT,S105,TL-9002,EA,306,306,0,7.94,6.40,2026-07-22,2026-07-21,SHIPPED
SO-10526,1,2026-07-21,BL-3001,RL-KPT,S103,RM-1003,EA,283,283,0,10.17,8.25,2026-07-23,2026-07-24,SHIPPED
SO-10526,2,2026-07-21,BL-3001,RL-KPT,S103,RM-1001,EA,1032,1032,0,3.60,2.86,2026-07-23,2026-07-24,SHIPPED
SO-10526,3,2026-07-21,BL-3001,RL-KPT,S103,TL-9002,EA,289,289,0,8.12,6.40,2026-07-23,2026-07-24,SHIPPED
SO-10526,4,2026-07-21,BL-3001,RL-KPT,S103,RF-4020,LF,694,694,0,2.13,1.69,2026-07-23,2026-07-24,SHIPPED
SO-10527,1,2026-07-21,CT-1002,RL-JCB,S104,RM-1022,EA,220,220,0,8.92,6.45,2026-07-28,2026-07-23,SHIPPED
SO-10528,1,2026-07-21,CT-1001,RL-JCB,S104,RF-4010,RL,69,69,0,29.06,21.50,2026-07-24,2026-07-25,SHIPPED
SO-10528,2,2026-07-21,CT-1001,RL-JCB,S104,RF-4002,BNDL,92,92,0,49.01,37.65,2026-07-24,2026-07-25,SHIPPED
SO-10528,3,2026-07-21,CT-1001,RL-JCB,S104,FS-2010,EA,391,391,0,1.70,1.33,2026-07-24,2026-07-25,SHIPPED
SO-10528,4,2026-07-21,CT-1001,RL-JCB,S104,PT-5010,EA,342,342,0,11.92,9.05,2026-07-24,2026-07-25,SHIPPED
SO-10528,5,2026-07-21,CT-1001,RL-JCB,S104,PT-5001,EA,240,240,0,44.09,32.20,2026-07-24,2026-07-25,SHIPPED
SO-10529,1,2026-07-22,CT-1003,RL-KPT,S105,RM-1001,EA,1113,1113,0,3.86,2.86,2026-07-24,2026-07-23,SHIPPED
SO-10529,2,2026-07-22,CT-1003,RL-KPT,S105,SX-7010,EA,153,105,0,13.55,10.65,2026-07-24,2026-07-23,SHIPPED
SO-10529,3,2026-07-22,CT-1003,RL-KPT,S105,PT-5002,EA,142,142,0,30.74,23.70,2026-07-24,2026-07-23,SHIPPED
SO-10530,1,2026-07-22,CT-1001,RL-JCB,S104,CM-3001,BG,271,271,0,6.67,4.95,2026-07-26,2026-07-26,SHIPPED
SO-10530,2,2026-07-22,CT-1001,RL-JCB,S104,RF-4002,BNDL,53,53,0,47.73,37.65,2026-07-26,2026-07-26,SHIPPED
SO-10530,3,2026-07-22,CT-1001,RL-JCB,S104,PT-5011,BG,77,77,0,17.65,13.25,2026-07-26,2026-07-26,SHIPPED
SO-10530,4,2026-07-22,CT-1001,RL-JCB,S104,RF-4002,BNDL,141,141,0,50.29,37.65,2026-07-26,2026-07-26,SHIPPED
SO-10531,1,2026-07-23,CT-1004,RL-BRI,S101,RM-1001,EA,1512,1512,0,3.60,2.86,2026-07-26,2026-07-25,SHIPPED
SO-10532,1,2026-07-23,BL-3001,RL-JCB,S104,DW-6001,EA,27,27,0,79.92,64.10,2026-07-30,2026-07-24,SHIPPED
SO-10532,2,2026-07-23,BL-3001,RL-JCB,S104,RF-4011,RL,76,76,0,94.86,78.85,2026-07-30,2026-07-24,SHIPPED
SO-10532,3,2026-07-23,BL-3001,RL-JCB,S104,CM-3002,BG,421,421,0,5.00,3.90,2026-07-30,2026-07-24,SHIPPED
SO-10532,4,2026-07-23,BL-3001,RL-JCB,S104,FS-2002,BX,286,286,0,29.45,23.60,2026-07-30,2026-07-24,SHIPPED
SO-10533,1,2026-07-23,CT-1005,RL-KPT,S105,PT-5002,EA,156,156,0,31.45,23.70,2026-07-30,2026-07-27,SHIPPED
SO-10533,2,2026-07-23,CT-1005,RL-KPT,S105,CM-3001,BG,673,673,0,6.68,4.95,2026-07-30,2026-07-27,SHIPPED
SO-10533,3,2026-07-23,CT-1005,RL-KPT,S105,RM-1001,EA,900,900,0,3.66,2.86,2026-07-30,2026-07-27,SHIPPED
SO-10534,1,2026-07-24,CT-1005,RL-BRI,S102,TL-9001,EA,459,459,0,6.07,4.50,2026-07-28,2026-07-25,SHIPPED
SO-10534,2,2026-07-24,CT-1005,RL-BRI,S102,RF-4002,BNDL,188,188,0,51.38,37.65,2026-07-28,2026-07-25,SHIPPED
SO-10534,3,2026-07-24,CT-1005,RL-BRI,S102,TL-9001,EA,856,856,0,5.93,4.50,2026-07-28,2026-07-25,SHIPPED
SO-10534,4,2026-07-24,CT-1005,RL-BRI,S102,TL-9001,EA,692,692,0,5.97,4.50,2026-07-28,2026-07-25,SHIPPED
SO-10534,5,2026-07-24,CT-1005,RL-BRI,S102,RM-1021,EA,61,52,0,35.61,28.10,2026-07-28,2026-07-25,SHIPPED
