invoice_no,line_no,invoice_date,order_no,customer_no,branch_code,item_no,uom,invoiced_qty,unit_price,unit_cost,freight_amt,tax_amt
INV-50221,4,2026-03-29,SO-10229,CT-1007,RL-JCB,CM-3020,EA,1,13.44,10.25,0.00,0.00
INV-50222,1,2026-03-29,SO-10230,RT-2002,RL-BRI,FS-2010,EA,8,1.85,1.33,0.00,1.44
INV-50222,2,2026-03-29,SO-10230,RT-2002,RL-BRI,SX-7001,SQ,1,94.50,68.05,0.00,9.21
INV-50223,1,2026-03-29,SO-10231,RT-2001,RL-BRI,CM-3020,EA,2,14.25,10.25,0.00,2.78
INV-50223,2,2026-03-29,SO-10231,RT-2001,RL-BRI,RF-4010,RL,1,29.90,21.50,0.00,2.92
INV-50224,1,2026-04-02,SO-10232,CT-1005,RL-KPT,FS-2002,BX,1,30.71,23.60,0.00,0.00
INV-50224,2,2026-04-02,SO-10232,CT-1005,RL-KPT,RM-1003,EA,1,11.05,8.25,0.00,0.00
INV-50225,1,2026-04-02,SO-10233,CT-1005,RL-BRI,RM-1002,EA,4,6.43,4.95,0.00,0.00
INV-50225,2,2026-04-02,SO-10233,CT-1005,RL-BRI,PT-5011,BG,1,18.22,13.25,0.00,0.00
INV-50225,3,2026-04-02,SO-10233,CT-1005,RL-BRI,TL-9002,EA,2,8.18,6.40,0.00,0.00
INV-50225,4,2026-04-02,SO-10233,CT-1005,RL-BRI,SX-7010,EA,1,13.38,10.65,0.00,0.00
INV-50226,1,2026-04-04,SO-10235,CT-1007,RL-JCB,RM-1020,EA,1,5.42,4.05,0.00,0.00
INV-50226,2,2026-04-04,SO-10235,CT-1007,RL-JCB,CM-3010,BG,1,12.16,9.30,0.00,0.00
INV-50226,3,2026-04-04,SO-10235,CT-1007,RL-JCB,RF-4011,RL,1,104.49,78.85,0.00,0.00
INV-50227,1,2026-04-02,SO-10236,CT-1004,RL-KPT,FS-2002,BX,1,29.99,23.60,0.00,0.00
INV-50227,2,2026-04-02,SO-10236,CT-1004,RL-KPT,RM-1011,EA,2,22.70,17.95,0.00,0.00
INV-50227,3,2026-04-02,SO-10236,CT-1004,RL-KPT,RF-4020,LF,4,2.12,1.69,0.00,0.00
INV-50228,1,2026-04-03,SO-10237,CT-1006,RL-JCB,CM-3001,BG,1,6.69,4.95,0.00,0.00
INV-50228,2,2026-04-03,SO-10237,CT-1006,RL-JCB,RF-4002,BNDL,1,50.19,37.65,0.00,0.00
INV-50228,3,2026-04-03,SO-10237,CT-1006,RL-JCB,CM-3010,BG,1,12.50,9.30,0.00,0.00
INV-50229,1,2026-04-05,SO-10238,CT-1003,RL-KPT,CM-3001,BG,2,6.83,4.95,0.00,0.00
INV-50229,2,2026-04-05,SO-10238,CT-1003,RL-KPT,RF-4002,BNDL,1,50.58,37.65,0.00,0.00
INV-50229,3,2026-04-05,SO-10238,CT-1003,RL-KPT,CM-3001,BG,4,6.84,4.95,0.00,0.00
INV-50230,1,2026-04-05,SO-10239,BL-3002,RL-KPT,DW-6001,EA,1,80.77,64.10,0.00,0.00
INV-50230,2,2026-04-05,SO-10239,BL-3002,RL-KPT,RM-1003,EA,2,10.56,8.25,0.00,0.00
INV-50231,1,2026-04-05,SO-10240,CT-1001,RL-JCB,RM-1010,EA,1,18.53,13.50,0.00,0.00
INV-50231,2,2026-04-05,SO-10240,CT-1001,RL-JCB,RF-4010,RL,1,28.74,21.50,0.00,0.00
INV-50231,3,2026-04-05,SO-10240,CT-1001,RL-JCB,RM-1010,EA,3,17.74,13.50,0.00,0.00
INV-50231,4,2026-04-05,SO-10240,CT-1001,RL-JCB,SX-7001,SQ,1,86.75,68.05,0.00,0.00
INV-50231,5,2026-04-05,SO-10240,CT-1001,RL-JCB,FS-2001,BX,1,25.72,20.60,0.00,0.00
INV-50232,1,2026-04-04,SO-10241,BL-3002,RL-JCB,RM-1022,EA,1,8.15,6.45,0.00,0.00
INV-50233,1,2026-04-11,SO-10242,CT-1002,RL-KPT,PT-5001,EA,1,40.95,32.20,0.00,0.00
INV-50233,2,2026-04-11,SO-10242,CT-1002,RL-KPT,FS-2002,BX,1,30.85,23.60,0.00,0.00
INV-50233,3,2026-04-11,SO-10242,CT-1002,RL-KPT,RF-4011,RL,1,101.71,78.85,0.00,0.00
INV-50233,4,2026-04-11,SO-10242,CT-1002,RL-KPT,FS-2011,EA,1,44.63,34.90,0.00,0.00
INV-50233,5,2026-04-11,SO-10242,CT-1002,RL-KPT,RF-4001,BNDL,1,36.81,27.90,0.00,0.00
INV-50234,1,2026-04-06,SO-10243,CT-1001,RL-KPT,RM-1001,EA,5,3.83,2.86,0.00,0.00
INV-50234,2,2026-04-06,SO-10243,CT-1001,RL-KPT,CM-3002,BG,1,5.21,3.90,0.00,0.00
INV-50235,1,2026-04-05,SO-10244,CT-1003,RL-JCB,RF-4010,RL,1,28.69,21.50,0.00,0.00
INV-50236,1,2026-04-06,SO-10245,BL-3001,RL-BRI,RF-4020,LF,2,2.03,1.69,0.00,0.00
INV-50236,2,2026-04-06,SO-10245,BL-3001,RL-BRI,DW-6010,EA,1,280.07,224.60,0.00,0.00
INV-50236,3,2026-04-06,SO-10245,BL-3001,RL-BRI,RM-1022,EA,2,8.07,6.45,0.00,0.00
INV-50236,4,2026-04-06,SO-10245,BL-3001,RL-BRI,CM-3002,BG,2,4.69,3.90,0.00,0.00
INV-50236,5,2026-04-06,SO-10245,BL-3001,RL-BRI,RM-1020,EA,1,5.23,4.05,0.00,0.00
INV-50237,1,2026-04-08,SO-10246,RT-2002,RL-BRI,TL-9002,EA,2,8.90,6.40,0.00,1.74
INV-50237,2,2026-04-08,SO-10246,RT-2002,RL-BRI,CM-3010,BG,1,12.90,9.30,0.00,1.26
INV-50237,3,2026-04-08,SO-10246,RT-2002,RL-BRI,RM-1001,EA,5,3.98,2.86,0.00,1.94
INV-50237,4,2026-04-08,SO-10246,RT-2002,RL-BRI,RM-1022,EA,4,8.95,6.45,0.00,3.49
INV-50237,5,2026-04-08,SO-10246,RT-2002,RL-BRI,DW-6002,EA,1,289.00,208.10,0.00,28.18
INV-50238,1,2026-04-05,SO-10247,RT-2003,RL-BRI,RF-4020,LF,6,2.35,1.69,0.00,1.37
INV-50238,2,2026-04-05,SO-10247,RT-2003,RL-BRI,PT-5001,EA,1,44.75,32.20,0.00,4.36
INV-50239,1,2026-04-08,SO-10248,RT-2001,RL-JCB,RM-1003,EA,1,11.40,8.25,0.00,1.11
INV-50239,2,2026-04-08,SO-10248,RT-2001,RL-JCB,SX-7010,EA,1,14.80,10.65,0.00,1.44
INV-50239,3,2026-04-08,SO-10248,RT-2001,RL-JCB,PT-5001,EA,1,44.75,32.20,0.00,4.36
INV-50240,1,2026-04-05,SO-10249,RT-2001,RL-JCB,PT-5001,EA,1,44.75,32.20,0.00,4.36
INV-50240,2,2026-04-05,SO-10249,RT-2001,RL-JCB,PT-5002,EA,1,32.90,23.70,0.00,3.21
INV-50240,3,2026-04-05,SO-10249,RT-2001,RL-JCB,RM-1002,EA,2,6.85,4.95,0.00,1.34
INV-50240,4,2026-04-05,SO-10249,RT-2001,RL-JCB,FS-2010,EA,4,1.85,1.33,0.00,0.72
INV-50240,5,2026-04-05,SO-10249,RT-2001,RL-JCB,RM-1022,EA,3,8.95,6.45,0.00,2.62
INV-50241,1,2026-04-10,SO-10250,CT-1006,RL-KPT,RF-4011,RL,1,99.78,78.85,0.00,0.00
INV-50242,1,2026-04-07,SO-10252,CT-1007,RL-KPT,RM-1003,EA,1,11.11,8.25,0.00,0.00
INV-50242,2,2026-04-07,SO-10252,CT-1007,RL-KPT,RM-1002,EA,5,6.78,4.95,0.00,0.00
INV-50242,3,2026-04-07,SO-10252,CT-1007,RL-KPT,RF-4020,LF,2,2.24,1.69,0.00,0.00
INV-50243,1,2026-04-07,SO-10253,CT-1008,RL-KPT,CM-3002,BG,1,5.01,3.90,0.00,0.00
INV-50243,2,2026-04-07,SO-10253,CT-1008,RL-KPT,RF-4010,RL,1,27.84,21.50,0.00,0.00
INV-50244,1,2026-04-11,SO-10254,BL-3001,RL-KPT,RM-1010,EA,1,17.18,13.50,0.00,0.00
INV-50244,2,2026-04-11,SO-10254,BL-3001,RL-KPT,SX-7001,SQ,1,87.45,68.05,0.00,0.00
INV-50244,3,2026-04-11,SO-10254,BL-3001,RL-KPT,RM-1020,EA,2,5.02,4.05,0.00,0.00
INV-50244,4,2026-04-11,SO-10254,BL-3001,RL-KPT,FS-2001,BX,1,26.10,20.60,0.00,0.00
INV-50245,1,2026-04-10,SO-10255,CT-1002,RL-KPT,DW-6001,EA,1,83.04,64.10,0.00,0.00
INV-50245,2,2026-04-10,SO-10255,CT-1002,RL-KPT,RF-4020,LF,2,2.20,1.69,0.00,0.00
INV-50246,1,2026-04-11,SO-10256,CT-1008,RL-JCB,RM-1021,EA,1,38.09,28.10,0.00,0.00
INV-50246,2,2026-04-11,SO-10256,CT-1008,RL-JCB,SX-7010,EA,1,14.24,10.65,0.00,0.00
INV-50246,3,2026-04-11,SO-10256,CT-1008,RL-JCB,FS-2010,EA,5,1.73,1.33,0.00,0.00
INV-50246,4,2026-04-11,SO-10256,CT-1008,RL-JCB,DW-6010,EA,1,305.36,224.60,0.00,0.00
INV-50246,5,2026-04-11,SO-10256,CT-1008,RL-JCB,CM-3020,EA,1,13.88,10.25,0.00,0.00
INV-50247,1,2026-04-12,SO-10257,BL-3002,RL-JCB,DW-6001,EA,1,82.34,64.10,0.00,0.00
INV-50247,2,2026-04-12,SO-10257,BL-3002,RL-JCB,PT-5011,BG,1,15.91,13.25,0.00,0.00
INV-50247,3,2026-04-12,SO-10257,BL-3002,RL-JCB,CM-3002,BG,2,5.03,3.90,0.00,0.00
INV-50247,4,2026-04-12,SO-10257,BL-3002,RL-JCB,RM-1001,EA,6,3.57,2.86,0.00,0.00
INV-50247,5,2026-04-12,SO-10257,BL-3002,RL-JCB,RF-4010,RL,1,26.18,21.50,0.00,0.00
INV-50248,1,2026-04-12,SO-10258,CT-1006,RL-BRI,RF-4010,RL,1,29.80,21.50,0.00,0.00
INV-50248,2,2026-04-12,SO-10258,CT-1006,RL-BRI,RM-1001,EA,11,3.72,2.86,0.00,0.00
INV-50248,3,2026-04-12,SO-10258,CT-1006,RL-BRI,RF-4010,RL,2,29.01,21.50,0.00,0.00
INV-50249,1,2026-04-10,SO-10259,CT-1007,RL-KPT,CM-3001,BG,4,6.41,4.95,0.00,0.00
INV-50249,2,2026-04-10,SO-10259,CT-1007,RL-KPT,DW-6002,EA,1,279.46,208.10,0.00,0.00
INV-50249,3,2026-04-10,SO-10259,CT-1007,RL-KPT,FS-2001,BX,1,26.06,20.60,0.00,0.00
INV-50249,4,2026-04-10,SO-10259,CT-1007,RL-KPT,TL-9002,EA,2,8.13,6.40,0.00,0.00
INV-50250,1,2026-04-12,SO-10260,CT-1003,RL-KPT,SX-7001,SQ,1,89.06,68.05,0.00,0.00
INV-50250,2,2026-04-12,SO-10260,CT-1003,RL-KPT,RM-1001,EA,7,3.68,2.86,0.00,0.00
INV-50250,3,2026-04-12,SO-10260,CT-1003,RL-KPT,RF-4002,BNDL,1,48.99,37.65,0.00,0.00
INV-50250,4,2026-04-12,SO-10260,CT-1003,RL-KPT,RM-1003,EA,2,10.39,8.25,0.00,0.00
INV-50250,5,2026-04-12,SO-10260,CT-1003,RL-KPT,TL-9001,EA,3,6.08,4.50,0.00,0.00
INV-50251,1,2026-04-10,SO-10261,CT-1005,RL-KPT,RF-4011,RL,1,104.41,78.85,0.00,0.00
INV-50251,2,2026-04-10,SO-10261,CT-1005,RL-KPT,RM-1001,EA,6,3.77,2.86,0.00,0.00
INV-50251,3,2026-04-10,SO-10261,CT-1005,RL-KPT,PT-5001,EA,1,43.85,32.20,0.00,0.00
INV-50251,4,2026-04-10,SO-10261,CT-1005,RL-KPT,RF-4010,RL,1,28.70,21.50,0.00,0.00
INV-50251,5,2026-04-10,SO-10261,CT-1005,RL-KPT,RF-4011,RL,1,99.22,78.85,0.00,0.00
INV-50252,1,2026-04-12,SO-10262,CT-1008,RL-KPT,FS-2001,BX,1,26.44,20.60,0.00,0.00
INV-50252,2,2026-04-12,SO-10262,CT-1008,RL-KPT,FS-2001,BX,1,26.38,20.60,0.00,0.00
INV-50252,3,2026-04-12,SO-10262,CT-1008,RL-KPT,RM-1022,EA,3,8.72,6.45,0.00,0.00
INV-50253,1,2026-04-10,SO-10263,CT-1008,RL-BRI,RM-1020,EA,3,5.50,4.05,0.00,0.00
INV-50253,2,2026-04-10,SO-10263,CT-1008,RL-BRI,TL-9002,EA,2,8.35,6.40,0.00,0.00
INV-50254,1,2026-04-12,SO-10264,CT-1008,RL-KPT,RM-1022,EA,1,8.48,6.45,0.00,0.00
INV-50254,2,2026-04-12,SO-10264,CT-1008,RL-KPT,TL-9001,EA,2,5.96,4.50,0.00,0.00
INV-50254,3,2026-04-12,SO-10264,CT-1008,RL-KPT,PT-5011,BG,1,17.04,13.25,0.00,0.00
INV-50254,4,2026-04-12,SO-10264,CT-1008,RL-KPT,DW-6010,EA,1,294.80,224.60,0.00,0.00
INV-50254,5,2026-04-12,SO-10264,CT-1008,RL-KPT,RF-4020,LF,5,2.12,1.69,0.00,0.00
INV-50255,1,2026-04-11,SO-10265,CT-1006,RL-JCB,DW-6001,EA,1,82.25,64.10,0.00,0.00
INV-50255,2,2026-04-11,SO-10265,CT-1006,RL-JCB,CM-3001,BG,3,6.85,4.95,0.00,0.00
INV-50255,3,2026-04-11,SO-10265,CT-1006,RL-JCB,RF-4020,LF,3,2.31,1.69,0.00,0.00
INV-50256,1,2026-04-13,SO-10266,CT-1001,RL-BRI,RM-1002,EA,4,6.78,4.95,0.00,0.00
INV-50256,2,2026-04-13,SO-10266,CT-1001,RL-BRI,CM-3002,BG,3,5.24,3.90,0.00,0.00
INV-50256,3,2026-04-13,SO-10266,CT-1001,RL-BRI,RM-1022,EA,2,8.39,6.45,0.00,0.00
INV-50256,4,2026-04-13,SO-10266,CT-1001,RL-BRI,FS-2011,EA,1,44.88,34.90,0.00,0.00
INV-50257,1,2026-04-14,SO-10267,CT-1008,RL-KPT,RF-4020,LF,2,2.18,1.69,0.00,0.00
INV-50257,2,2026-04-14,SO-10267,CT-1008,RL-KPT,RM-1010,EA,3,16.99,13.50,0.00,0.00
INV-50257,3,2026-04-14,SO-10267,CT-1008,RL-KPT,RF-4001,BNDL,1,35.65,27.90,0.00,0.00
INV-50257,4,2026-04-14,SO-10267,CT-1008,RL-KPT,DW-6001,EA,1,81.38,64.10,0.00,0.00
INV-50258,1,2026-04-13,SO-10268,CT-1007,RL-BRI,SX-7001,SQ,1,91.22,68.05,0.00,0.00
INV-50258,2,2026-04-13,SO-10268,CT-1007,RL-BRI,RM-1001,EA,10,3.69,2.86,0.00,0.00
INV-50258,3,2026-04-13,SO-10268,CT-1007,RL-BRI,PT-5001,EA,1,42.58,32.20,0.00,0.00
INV-50259,1,2026-04-15,SO-10269,RT-2002,RL-JCB,PT-5002,EA,1,32.90,23.70,0.00,3.21
INV-50259,2,2026-04-15,SO-10269,RT-2002,RL-JCB,RM-1010,EA,3,18.75,13.50,0.00,5.48
INV-50259,3,2026-04-15,SO-10269,RT-2002,RL-JCB,RM-1020,EA,1,5.60,4.05,0.00,0.55
INV-50259,4,2026-04-15,SO-10269,RT-2002,RL-JCB,PT-5001,EA,1,44.75,32.20,0.00,4.36
INV-50259,5,2026-04-15,SO-10269,RT-2002,RL-JCB,RF-4010,RL,1,29.90,21.50,0.00,2.92
INV-50260,1,2026-04-14,SO-10270,RT-2002,RL-KPT,SX-7001,SQ,1,94.50,68.05,0.00,9.21
INV-50260,2,2026-04-14,SO-10270,RT-2002,RL-KPT,CM-3001,BG,1,6.85,4.95,0.00,0.67
INV-50260,3,2026-04-14,SO-10270,RT-2002,RL-KPT,CM-3020,EA,1,14.25,10.25,0.00,1.39
INV-50260,4,2026-04-14,SO-10270,RT-2002,RL-KPT,RF-4011,RL,1,109.50,78.85,0.00,10.68
INV-50261,1,2026-04-12,SO-10271,RT-2001,RL-BRI,CM-3002,BG,2,5.40,3.90,0.00,1.05
INV-50261,2,2026-04-12,SO-10271,RT-2001,RL-BRI,SX-7010,EA,1,14.80,10.65,0.00,1.44
INV-50261,3,2026-04-12,SO-10271,RT-2001,RL-BRI,FS-2002,BX,1,32.75,23.60,0.00,3.19
INV-50262,1,2026-04-12,SO-10272,RT-2003,RL-BRI,FS-2001,BX,1,28.50,20.60,0.00,2.78
INV-50263,1,2026-04-12,SO-10273,RT-2001,RL-KPT,CM-3010,BG,1,12.90,9.30,0.00,1.26
INV-50263,2,2026-04-12,SO-10273,RT-2001,RL-KPT,PT-5001,EA,1,44.75,32.20,0.00,4.36
INV-50263,3,2026-04-12,SO-10273,RT-2001,RL-KPT,DW-6001,EA,1,89.00,64.10,0.00,8.68
INV-50263,4,2026-04-12,SO-10273,RT-2001,RL-KPT,FS-2001,BX,1,28.50,20.60,0.00,2.78
INV-50263,5,2026-04-12,SO-10273,RT-2001,RL-KPT,CM-3002,BG,2,5.40,3.90,0.00,1.05
INV-50264,1,2026-04-17,SO-10274,CT-1002,RL-BRI,RM-1003,EA,1,10.98,8.25,0.00,0.00
INV-50264,2,2026-04-17,SO-10274,CT-1002,RL-BRI,PT-5011,BG,1,16.57,13.25,0.00,0.00
INV-50265,1,2026-04-16,SO-10275,CT-1003,RL-JCB,DW-6002,EA,1,280.09,208.10,0.00,0.00
INV-50265,2,2026-04-16,SO-10275,CT-1003,RL-JCB,FS-2011,EA,1,44.08,34.90,0.00,0.00
INV-50265,3,2026-04-16,SO-10275,CT-1003,RL-JCB,RF-4011,RL,1,99.84,78.85,0.00,0.00
INV-50265,4,2026-04-16,SO-10275,CT-1003,RL-JCB,RM-1021,EA,1,38.85,28.10,0.00,0.00
INV-50266,1,2026-04-17,SO-10276,BL-3001,RL-BRI,FS-2010,EA,5,1.63,1.33,0.00,0.00
INV-50267,1,2026-04-16,SO-10277,CT-1005,RL-BRI,RM-1002,EA,5,6.78,4.95,0.00,0.00
INV-50268,1,2026-04-16,SO-10278,CT-1008,RL-KPT,RF-4020,LF,2,2.21,1.69,0.00,0.00
INV-50268,2,2026-04-16,SO-10278,CT-1008,RL-KPT,CM-3001,BG,3,6.49,4.95,0.00,0.00
INV-50269,1,2026-04-18,SO-10279,CT-1008,RL-BRI,SX-7010,EA,1,14.76,10.65,0.00,0.00
INV-50269,2,2026-04-18,SO-10279,CT-1008,RL-BRI,CM-3001,BG,3,6.36,4.95,0.00,0.00
INV-50270,1,2026-04-17,SO-10280,CT-1008,RL-KPT,CM-3010,BG,1,12.24,9.30,0.00,0.00
INV-50270,2,2026-04-17,SO-10280,CT-1008,RL-KPT,CM-3002,BG,2,5.01,3.90,0.00,0.00
INV-50271,1,2026-04-17,SO-10281,CT-1007,RL-KPT,RM-1001,EA,5,3.87,2.86,0.00,0.00
INV-50271,2,2026-04-17,SO-10281,CT-1007,RL-KPT,RM-1003,EA,2,11.18,8.25,0.00,0.00
INV-50271,3,2026-04-17,SO-10281,CT-1007,RL-KPT,RM-1021,EA,1,37.18,28.10,0.00,0.00
INV-50272,1,2026-04-17,SO-10282,CT-1007,RL-JCB,RF-4011,RL,1,104.80,78.85,0.00,0.00
INV-50272,2,2026-04-17,SO-10282,CT-1007,RL-JCB,RM-1002,EA,5,6.26,4.95,0.00,0.00
INV-50272,3,2026-04-17,SO-10282,CT-1007,RL-JCB,DW-6001,EA,1,85.68,64.10,0.00,0.00
INV-50273,1,2026-04-19,SO-10283,CT-1001,RL-JCB,CM-3002,BG,2,5.34,3.90,0.00,0.00
INV-50273,2,2026-04-19,SO-10283,CT-1001,RL-JCB,RM-1010,EA,2,17.56,13.50,0.00,0.00
INV-50273,3,2026-04-19,SO-10283,CT-1001,RL-JCB,RM-1010,EA,1,18.04,13.50,0.00,0.00
INV-50274,1,2026-04-18,SO-10284,CT-1006,RL-BRI,CM-3002,BG,3,5.03,3.90,0.00,0.00
INV-50274,2,2026-04-18,SO-10284,CT-1006,RL-BRI,RF-4002,BNDL,1,47.35,37.65,0.00,0.00
INV-50275,1,2026-04-20,SO-10285,CT-1006,RL-BRI,PT-5010,EA,4,12.36,9.05,0.00,0.00
INV-50275,2,2026-04-20,SO-10285,CT-1006,RL-BRI,RM-1011,EA,2,22.63,17.95,0.00,0.00
INV-50275,3,2026-04-20,SO-10285,CT-1006,RL-BRI,DW-6001,EA,1,88.61,64.10,0.00,0.00
INV-50275,4,2026-04-20,SO-10285,CT-1006,RL-BRI,RM-1021,EA,1,35.59,28.10,0.00,0.00
INV-50275,5,2026-04-20,SO-10285,CT-1006,RL-BRI,FS-2002,BX,2,31.53,23.60,0.00,0.00
INV-50276,1,2026-04-18,SO-10286,CT-1005,RL-BRI,RM-1011,EA,1,24.49,17.95,0.00,0.00
INV-50276,2,2026-04-18,SO-10286,CT-1005,RL-BRI,PT-5001,EA,1,43.17,32.20,0.00,0.00
INV-50276,3,2026-04-18,SO-10286,CT-1005,RL-BRI,RF-4020,LF,4,2.24,1.69,0.00,0.00
INV-50277,1,2026-04-21,SO-10287,RT-2003,RL-BRI,RM-1010,EA,2,18.75,13.50,0.00,3.66
INV-50277,2,2026-04-21,SO-10287,RT-2003,RL-BRI,FS-2010,EA,7,1.85,1.33,0.00,1.26
INV-50278,1,2026-04-21,SO-10288,RT-2001,RL-JCB,FS-2001,BX,1,28.50,20.60,0.00,2.78
INV-50278,2,2026-04-21,SO-10288,RT-2001,RL-JCB,CM-3002,BG,1,5.40,3.90,0.00,0.53
INV-50279,1,2026-04-19,SO-10289,RT-2002,RL-BRI,DW-6001,EA,1,89.00,64.10,0.00,8.68
INV-50279,2,2026-04-19,SO-10289,RT-2002,RL-BRI,SX-7010,EA,1,14.80,10.65,0.00,1.44
INV-50279,3,2026-04-19,SO-10289,RT-2002,RL-BRI,PT-5001,EA,2,44.75,32.20,0.00,8.73
INV-50279,4,2026-04-19,SO-10289,RT-2002,RL-BRI,RF-4010,RL,2,29.90,21.50,0.00,5.83
INV-50279,5,2026-04-19,SO-10289,RT-2002,RL-BRI,FS-2002,BX,2,32.75,23.60,0.00,6.39
INV-50280,1,2026-04-19,SO-10290,RT-2002,RL-KPT,DW-6001,EA,1,89.00,64.10,0.00,8.68
INV-50280,2,2026-04-19,SO-10290,RT-2002,RL-KPT,PT-5002,EA,1,32.90,23.70,0.00,3.21
INV-50280,3,2026-04-19,SO-10290,RT-2002,RL-KPT,CM-3010,BG,1,12.90,9.30,0.00,1.26
INV-50280,4,2026-04-19,SO-10290,RT-2002,RL-KPT,CM-3001,BG,1,6.85,4.95,0.00,0.67
INV-50281,1,2026-04-19,SO-10291,RT-2003,RL-JCB,PT-5010,EA,1,12.60,9.05,0.00,1.23
INV-50281,2,2026-04-19,SO-10291,RT-2003,RL-JCB,DW-6010,EA,1,312.00,224.60,0.00,30.42
INV-50281,3,2026-04-19,SO-10291,RT-2003,RL-JCB,RF-4010,RL,1,29.90,21.50,0.00,2.92
INV-50281,4,2026-04-19,SO-10291,RT-2003,RL-JCB,SX-7001,SQ,1,94.50,68.05,0.00,9.21
INV-50282,1,2026-04-24,SO-10292,CT-1008,RL-KPT,DW-6002,EA,1,262.59,208.10,0.00,0.00
INV-50282,2,2026-04-24,SO-10292,CT-1008,RL-KPT,CM-3002,BG,1,5.14,3.90,0.00,0.00
INV-50282,3,2026-04-24,SO-10292,CT-1008,RL-KPT,PT-5001,EA,1,43.66,32.20,0.00,0.00
INV-50283,1,2026-04-22,SO-10293,CT-1002,RL-BRI,PT-5011,BG,1,18.07,13.25,0.00,0.00
INV-50283,2,2026-04-22,SO-10293,CT-1002,RL-BRI,RF-4011,RL,1,104.67,78.85,0.00,0.00
INV-50284,1,2026-04-24,SO-10294,CT-1008,RL-BRI,RF-4010,RL,1,28.97,21.50,0.00,0.00
INV-50284,2,2026-04-24,SO-10294,CT-1008,RL-BRI,CM-3020,EA,1,13.53,10.25,0.00,0.00
INV-50284,3,2026-04-24,SO-10294,CT-1008,RL-BRI,RM-1011,EA,3,23.61,17.95,0.00,0.00
INV-50285,1,2026-04-21,SO-10295,CT-1007,RL-JCB,FS-2010,EA,4,1.75,1.33,0.00,0.00
INV-50286,1,2026-04-28,SO-10296,CT-1003,RL-BRI,RM-1011,EA,3,22.87,17.95,0.00,0.00
INV-50286,2,2026-04-28,SO-10296,CT-1003,RL-BRI,RM-1021,EA,1,36.26,28.10,0.00,0.00
INV-50286,3,2026-04-28,SO-10296,CT-1003,RL-BRI,RF-4020,LF,6,2.19,1.69,0.00,0.00
INV-50287,1,2026-04-25,SO-10297,CT-1006,RL-BRI,FS-2010,EA,3,1.71,1.33,0.00,0.00
INV-50288,1,2026-04-23,SO-10298,CT-1004,RL-JCB,RM-1002,EA,2,6.41,4.95,0.00,0.00
INV-50288,2,2026-04-23,SO-10298,CT-1004,RL-JCB,SX-7001,SQ,1,92.27,68.05,0.00,0.00
INV-50288,3,2026-04-23,SO-10298,CT-1004,RL-JCB,PT-5001,EA,1,43.61,32.20,0.00,0.00
INV-50288,4,2026-04-23,SO-10298,CT-1004,RL-JCB,RM-1022,EA,1,8.18,6.45,0.00,0.00
INV-50289,1,2026-04-28,SO-10299,CT-1004,RL-BRI,DW-6010,EA,1,305.54,224.60,0.00,0.00
INV-50290,1,2026-04-23,SO-10300,BL-3002,RL-BRI,CM-3002,BG,2,4.93,3.90,0.00,0.00
INV-50291,1,2026-04-24,SO-10301,CT-1001,RL-BRI,RM-1011,EA,1,22.44,17.95,0.00,0.00
INV-50291,2,2026-04-24,SO-10301,CT-1001,RL-BRI,CM-3002,BG,3,4.95,3.90,0.00,0.00
INV-50291,3,2026-04-24,SO-10301,CT-1001,RL-BRI,RM-1001,EA,14,3.67,2.86,0.00,0.00
INV-50292,1,2026-04-23,SO-10302,BL-3001,RL-JCB,PT-5002,EA,1,29.65,23.70,0.00,0.00
INV-50292,2,2026-04-23,SO-10302,BL-3001,RL-JCB,DW-6002,EA,1,251.40,208.10,0.00,0.00
INV-50292,3,2026-04-23,SO-10302,BL-3001,RL-JCB,RM-1022,EA,2,7.96,6.45,0.00,0.00
INV-50292,4,2026-04-23,SO-10302,BL-3001,RL-JCB,RF-4010,RL,1,25.99,21.50,0.00,0.00
INV-50292,5,2026-04-23,SO-10302,BL-3001,RL-JCB,RF-4010,RL,1,27.36,21.50,0.00,0.00
INV-50293,1,2026-04-26,SO-10303,CT-1008,RL-BRI,PT-5010,EA,2,11.96,9.05,0.00,0.00
INV-50293,2,2026-04-26,SO-10303,CT-1008,RL-BRI,RM-1021,EA,1,37.64,28.10,0.00,0.00
INV-50293,3,2026-04-26,SO-10303,CT-1008,RL-BRI,RM-1022,EA,1,8.58,6.45,0.00,0.00
INV-50293,4,2026-04-26,SO-10303,CT-1008,RL-BRI,RM-1021,EA,1,35.67,28.10,0.00,0.00
INV-50294,1,2026-04-26,SO-10304,CT-1004,RL-BRI,RF-4002,BNDL,1,52.00,37.65,0.00,0.00
INV-50294,2,2026-04-26,SO-10304,CT-1004,RL-BRI,PT-5002,EA,1,30.94,23.70,0.00,0.00
INV-50295,1,2026-04-25,SO-10305,CT-1008,RL-KPT,FS-2001,BX,1,28.02,20.60,0.00,0.00
INV-50296,1,2026-04-24,SO-10306,CT-1008,RL-KPT,TL-9002,EA,2,8.60,6.40,0.00,0.00
INV-50296,2,2026-04-24,SO-10306,CT-1008,RL-KPT,TL-9002,EA,1,8.73,6.40,0.00,0.00
INV-50296,3,2026-04-24,SO-10306,CT-1008,RL-KPT,RM-1002,EA,5,6.79,4.95,0.00,0.00
INV-50296,4,2026-04-24,SO-10306,CT-1008,RL-KPT,PT-5011,BG,1,17.37,13.25,0.00,0.00
